period,dim,value,count,baseline_median,magnitude,kind,answered_pct,unanswered,median_first_answer_h,question_ids,example_urls,example_titles
2026-04-28,tb_version_major,150,20,0.0,new,new/dormant,85,3,0.8,1578824 1578837 1578857 1578862 1578864 1578872 1578876 1578899 1578901 1578906 1578912 1578918 1578928 1578938 1578939 1578950 1578952 1578968 1578977 1578978,https://support.mozilla.org/questions/1578824 https://support.mozilla.org/questions/1578837 https://support.mozilla.org/questions/1578857 https://support.mozilla.org/questions/1578862 https://support.mozilla.org/questions/1578864 https://support.mozilla.org/questions/1578872 https://support.mozilla.org/questions/1578876 https://support.mozilla.org/questions/1578899 https://support.mozilla.org/questions/1578901 https://support.mozilla.org/questions/1578906 https://support.mozilla.org/questions/1578912 https://support.mozilla.org/questions/1578918 https://support.mozilla.org/questions/1578928 https://support.mozilla.org/questions/1578938 https://support.mozilla.org/questions/1578939 https://support.mozilla.org/questions/1578950 https://support.mozilla.org/questions/1578952 https://support.mozilla.org/questions/1578968 https://support.mozilla.org/questions/1578977 https://support.mozilla.org/questions/1578978,I deleted an email account ***@gmail.com I am no longer auth | Number of new emails in taskbar icon | He olvidado mi contraseña y no puedo iniciar sesión en thund | Recovering Thunderbird off broken laptop | Feature Request: A native system tray (AppIndicator) integra
2026-04-27,tb_version_major,150,14,0.0,new,new/dormant,50,7,7.6,1578655 1578679 1578684 1578694 1578702 1578711 1578713 1578725 1578735 1578749 1578789 1578791 1578805 1578806,https://support.mozilla.org/questions/1578655 https://support.mozilla.org/questions/1578679 https://support.mozilla.org/questions/1578684 https://support.mozilla.org/questions/1578694 https://support.mozilla.org/questions/1578702 https://support.mozilla.org/questions/1578711 https://support.mozilla.org/questions/1578713 https://support.mozilla.org/questions/1578725 https://support.mozilla.org/questions/1578735 https://support.mozilla.org/questions/1578749 https://support.mozilla.org/questions/1578789 https://support.mozilla.org/questions/1578791 https://support.mozilla.org/questions/1578805 https://support.mozilla.org/questions/1578806,"Thunderbird не подключается к почте Gmail | Thunderbird Continues to Prompt Login After Account Deletion | De Thunderbird/Proton Mail combinatie wordt regelmatig verst | Calendar and Address book import failures | As a low tech user, I only have 14 days of inbox messages li"
2026-04-26,tb_version_major,150,9,0.0,new,new/dormant,56,4,1.7,1578471 1578474 1578516 1578518 1578523 1578533 1578537 1578545 1578613,https://support.mozilla.org/questions/1578471 https://support.mozilla.org/questions/1578474 https://support.mozilla.org/questions/1578516 https://support.mozilla.org/questions/1578518 https://support.mozilla.org/questions/1578523 https://support.mozilla.org/questions/1578533 https://support.mozilla.org/questions/1578537 https://support.mozilla.org/questions/1578545 https://support.mozilla.org/questions/1578613,Thunderbird keeps asking me for password to an account that  | Can I set the entire color of calendar events to be that of  | Update trash bin status | No download available for Linux ARM (aarch64)? | Nachrichten konnten nicht in die Mailbox-Datei geschrieben w
2026-04-25,tb_version_major,150,8,0.0,new,new/dormant,88,1,7.5,1578333 1578350 1578354 1578400 1578401 1578403 1578455 1578466,https://support.mozilla.org/questions/1578333 https://support.mozilla.org/questions/1578350 https://support.mozilla.org/questions/1578354 https://support.mozilla.org/questions/1578400 https://support.mozilla.org/questions/1578401 https://support.mozilla.org/questions/1578403 https://support.mozilla.org/questions/1578455 https://support.mozilla.org/questions/1578466,How to leave messages bold to indicate unread | パスワードの入力画面に移るにはどうすればよいか？ | How to repllace a thunderbird profile on linux with a thunde | New install with previous profile disconnects email address  | F5 and Shift F5 appear not to work after last update.???
2026-04-23,tb_version_major,150,11,0.0,new,new/dormant,73,3,7.2,1577845 1577865 1577871 1577878 1577879 1577910 1577911 1577954 1577989 1578028 1578063,https://support.mozilla.org/questions/1577845 https://support.mozilla.org/questions/1577865 https://support.mozilla.org/questions/1577871 https://support.mozilla.org/questions/1577878 https://support.mozilla.org/questions/1577879 https://support.mozilla.org/questions/1577910 https://support.mozilla.org/questions/1577911 https://support.mozilla.org/questions/1577954 https://support.mozilla.org/questions/1577989 https://support.mozilla.org/questions/1578028 https://support.mozilla.org/questions/1578063,"I'm trying to dump MS Outlook. | How to create a Zoom meeting with Thunderbird Calendar? | SMTP Timeout | delay during ""move to"" | delay during ""move to"""
2026-04-22,tb_version_major,150,9,0.0,new,new/dormant,89,1,4.9,1577617 1577625 1577685 1577692 1577777 1577801 1577825 1577839 1577841,https://support.mozilla.org/questions/1577617 https://support.mozilla.org/questions/1577625 https://support.mozilla.org/questions/1577685 https://support.mozilla.org/questions/1577692 https://support.mozilla.org/questions/1577777 https://support.mozilla.org/questions/1577801 https://support.mozilla.org/questions/1577825 https://support.mozilla.org/questions/1577839 https://support.mozilla.org/questions/1577841,Apple Mail | unable to create folders | How do I reorder accounts | non rieso a ricevere la posta | I can no longer drag and drop emails from my inbox to an arc
2026-04-17,tb_version_major,140,11,3.0,3.67,above-baseline,82,2,2.8,1576796 1576802 1576811 1576852 1576853 1576876 1576888 1576889 1576904 1576917 1576931,https://support.mozilla.org/questions/1576796 https://support.mozilla.org/questions/1576802 https://support.mozilla.org/questions/1576811 https://support.mozilla.org/questions/1576852 https://support.mozilla.org/questions/1576853 https://support.mozilla.org/questions/1576876 https://support.mozilla.org/questions/1576888 https://support.mozilla.org/questions/1576889 https://support.mozilla.org/questions/1576904 https://support.mozilla.org/questions/1576917 https://support.mozilla.org/questions/1576931,"Use ""help"" re mailing list and to create it says to select ' | How can I add a text label to the Get Messages icon in the t | je n'arrive plus a me connecter a ma messagerie thunderbird | PROBLEMA CORREO ELECTRÓNICO | problematica a seguito eleiminazione account"
2026-04-15,tb_version_major,140,9,3.0,3.0,above-baseline,56,4,3.6,1576516 1576526 1576538 1576557 1576563 1576564 1576583 1576595 1576600,https://support.mozilla.org/questions/1576516 https://support.mozilla.org/questions/1576526 https://support.mozilla.org/questions/1576538 https://support.mozilla.org/questions/1576557 https://support.mozilla.org/questions/1576563 https://support.mozilla.org/questions/1576564 https://support.mozilla.org/questions/1576583 https://support.mozilla.org/questions/1576595 https://support.mozilla.org/questions/1576600,thunderbird imap inbox default action is edit draft after up | Impossible tu create a new gmail account with simple passswo | Open link in browser with contol key switches to browser | How to change Thunderbird e-mail account password | View Layout Classic  (and others) are grayed out and I canno
2026-04-13,tb_version_major,140,10,3.0,3.33,above-baseline,100,0,3.5,1576142 1576144 1576151 1576155 1576156 1576182 1576191 1576218 1576236 1576239,https://support.mozilla.org/questions/1576142 https://support.mozilla.org/questions/1576144 https://support.mozilla.org/questions/1576151 https://support.mozilla.org/questions/1576155 https://support.mozilla.org/questions/1576156 https://support.mozilla.org/questions/1576182 https://support.mozilla.org/questions/1576191 https://support.mozilla.org/questions/1576218 https://support.mozilla.org/questions/1576236 https://support.mozilla.org/questions/1576239,Synchronisatie in map favorieten | I have inadvertantly stored data in two different Local Fold | Błąd podczas zapisywania szkicu | How can I get the old email listing where I click on a colum | certificate problems
2026-04-12,tb_version_major,149,14,4.5,3.11,above-baseline,71,4,4.4,1575941 1575950 1575952 1575978 1575982 1576008 1576010 1576027 1576038 1576040 1576043 1576053 1576061 1576064,https://support.mozilla.org/questions/1575941 https://support.mozilla.org/questions/1575950 https://support.mozilla.org/questions/1575952 https://support.mozilla.org/questions/1575978 https://support.mozilla.org/questions/1575982 https://support.mozilla.org/questions/1576008 https://support.mozilla.org/questions/1576010 https://support.mozilla.org/questions/1576027 https://support.mozilla.org/questions/1576038 https://support.mozilla.org/questions/1576040 https://support.mozilla.org/questions/1576043 https://support.mozilla.org/questions/1576053 https://support.mozilla.org/questions/1576061 https://support.mozilla.org/questions/1576064,"Need classic view -- no longer available | How can I make Thunderbird upload all my 30,000 e-mails inst | No changing the server details did not stop Thunderbird from | tryng to import a seamonkey profile in to at TB email system | die automatische Einrichtung eines neuen email kontos funkti"
2026-04-10,tb_version_major,140,12,3.0,4.0,above-baseline,83,2,3.8,1575631 1575647 1575651 1575655 1575668 1575676 1575710 1575714 1575715 1575736 1575749 1575757,https://support.mozilla.org/questions/1575631 https://support.mozilla.org/questions/1575647 https://support.mozilla.org/questions/1575651 https://support.mozilla.org/questions/1575655 https://support.mozilla.org/questions/1575668 https://support.mozilla.org/questions/1575676 https://support.mozilla.org/questions/1575710 https://support.mozilla.org/questions/1575714 https://support.mozilla.org/questions/1575715 https://support.mozilla.org/questions/1575736 https://support.mozilla.org/questions/1575749 https://support.mozilla.org/questions/1575757,アカウントエラーが表示されメールが取り込めない | why is there a new boxes under ibox beside each email | I've been unable to send or receive e-mail to and from my ma | how to change back a version of 140.9.1esr | How can I block a notorious person whop sends me endless ema
2026-04-10,tb_version_major,149,13,3.5,3.71,above-baseline,92,1,4.8,1575624 1575663 1575666 1575667 1575686 1575698 1575705 1575722 1575723 1575725 1575729 1575734 1575769,https://support.mozilla.org/questions/1575624 https://support.mozilla.org/questions/1575663 https://support.mozilla.org/questions/1575666 https://support.mozilla.org/questions/1575667 https://support.mozilla.org/questions/1575686 https://support.mozilla.org/questions/1575698 https://support.mozilla.org/questions/1575705 https://support.mozilla.org/questions/1575722 https://support.mozilla.org/questions/1575723 https://support.mozilla.org/questions/1575725 https://support.mozilla.org/questions/1575729 https://support.mozilla.org/questions/1575734 https://support.mozilla.org/questions/1575769,Wont send address list | cant send a irs form 4506-b that has to be sent with adobe a | Updated to Version 149.0.2 (64 Bit) Beta on Win 11 - Sent it | Loss of Alphabetical 'Move' drop-down menu | Command Error 12
2026-04-08,tb_version_major,149,11,1.0,11.0,above-baseline,55,5,7.7,1575286 1575292 1575293 1575306 1575311 1575324 1575349 1575403 1575417 1575435 1575437,https://support.mozilla.org/questions/1575286 https://support.mozilla.org/questions/1575292 https://support.mozilla.org/questions/1575293 https://support.mozilla.org/questions/1575306 https://support.mozilla.org/questions/1575311 https://support.mozilla.org/questions/1575324 https://support.mozilla.org/questions/1575349 https://support.mozilla.org/questions/1575403 https://support.mozilla.org/questions/1575417 https://support.mozilla.org/questions/1575435 https://support.mozilla.org/questions/1575437,Downloads old messages | Messages could not be written to the mailbox file. | quando inserisco un evento in calendario (google) di durata  | Duplicated emails in unified folder | I have a costumer in my store that has random emails saved o
2026-04-07,tb_version_major,149,9,0.5,18.0,above-baseline,100,0,4.1,1575085 1575090 1575111 1575129 1575143 1575161 1575166 1575214 1575221,https://support.mozilla.org/questions/1575085 https://support.mozilla.org/questions/1575090 https://support.mozilla.org/questions/1575111 https://support.mozilla.org/questions/1575129 https://support.mozilla.org/questions/1575143 https://support.mozilla.org/questions/1575161 https://support.mozilla.org/questions/1575166 https://support.mozilla.org/questions/1575214 https://support.mozilla.org/questions/1575221,I am receiving this prompt lately -  An error occurred with  | Bad return address | 149.0.1 calendar layout | Die Startseite bleibt stehen und ich kann meine Emails nicht | French spell checking not loading
2026-04-06,tb_version_major,149,9,0.0,new,new/dormant,100,0,6.6,1574948 1574972 1574977 1574978 1575000 1575004 1575015 1575035 1575043,https://support.mozilla.org/questions/1574948 https://support.mozilla.org/questions/1574972 https://support.mozilla.org/questions/1574977 https://support.mozilla.org/questions/1574978 https://support.mozilla.org/questions/1575000 https://support.mozilla.org/questions/1575004 https://support.mozilla.org/questions/1575015 https://support.mozilla.org/questions/1575035 https://support.mozilla.org/questions/1575043,"Thunderbird 149.0.1- Trasferimento cartella dati ""thunderbir | Why do the release notes for version 149.0.1 contain no info | Can't inlogg to the server | Duplicate folders | Task filters in the Today pane are greyed out"
2026-04-05,tb_version_major,149,8,0.0,new,new/dormant,100,0,2.7,1574740 1574775 1574794 1574822 1574837 1574886 1574900 1574901,https://support.mozilla.org/questions/1574740 https://support.mozilla.org/questions/1574775 https://support.mozilla.org/questions/1574794 https://support.mozilla.org/questions/1574822 https://support.mozilla.org/questions/1574837 https://support.mozilla.org/questions/1574886 https://support.mozilla.org/questions/1574900 https://support.mozilla.org/questions/1574901,Bug Report: Auto-Account Setup generates invalid SMTP hostna | 再インストールしたところ本文が表示されなくなりました。 | Identified spam messages are not moved to spam folder | How do I add a outlook account. | Unable to delete message header in the Message List Header p
2026-04-02,tb_version_major,149,8,0.0,new,new/dormant,75,2,1.8,1574151 1574165 1574213 1574215 1574234 1574243 1574260 1574313,https://support.mozilla.org/questions/1574151 https://support.mozilla.org/questions/1574165 https://support.mozilla.org/questions/1574213 https://support.mozilla.org/questions/1574215 https://support.mozilla.org/questions/1574234 https://support.mozilla.org/questions/1574243 https://support.mozilla.org/questions/1574260 https://support.mozilla.org/questions/1574313,メールアドレス入力時の自動補完が表示されるまでが遅い | Copying a thunderbird program from an old computer to a new  | why is  my font turning blue  when i answer a question or pu | why blue and how do  i stop it  from blue | sick of blue ink  how do  i fix this
2026-03-30,tb_version_major,149,8,0.0,new,new/dormant,88,1,1.6,1573582 1573590 1573602 1573620 1573621 1573638 1573652 1573709,https://support.mozilla.org/questions/1573582 https://support.mozilla.org/questions/1573590 https://support.mozilla.org/questions/1573602 https://support.mozilla.org/questions/1573620 https://support.mozilla.org/questions/1573621 https://support.mozilla.org/questions/1573638 https://support.mozilla.org/questions/1573652 https://support.mozilla.org/questions/1573709,"No message found | Thunderbird-problem logging into gmail | Problemi di invio da Thunderbird pr account Gmail | Opgeslagen zoekopdracht voor alle IMAP-pen | In Thunderbird, how can I stop text in the previous emails i"
2026-03-25,tb_version_major,149,8,0.0,new,new/dormant,75,2,1.2,1572596 1572628 1572677 1572704 1572713 1572722 1572731 1572791,https://support.mozilla.org/questions/1572596 https://support.mozilla.org/questions/1572628 https://support.mozilla.org/questions/1572677 https://support.mozilla.org/questions/1572704 https://support.mozilla.org/questions/1572713 https://support.mozilla.org/questions/1572722 https://support.mozilla.org/questions/1572731 https://support.mozilla.org/questions/1572791,Send Message Error | Program is freezing after a few minutes even without use | Is Thunderbird 149.0 a release or a beta? | Problems with the trash bin / where are all my mails/data | Mail Merge and Send Later Extensions
2026-03-06,tb_version_major,148,13,0.0,new,new/dormant,85,2,1.5,1569362 1569383 1569391 1569393 1569398 1569412 1569413 1569448 1569451 1569454 1569460 1569487 1569521,https://support.mozilla.org/questions/1569362 https://support.mozilla.org/questions/1569383 https://support.mozilla.org/questions/1569391 https://support.mozilla.org/questions/1569393 https://support.mozilla.org/questions/1569398 https://support.mozilla.org/questions/1569412 https://support.mozilla.org/questions/1569413 https://support.mozilla.org/questions/1569448 https://support.mozilla.org/questions/1569451 https://support.mozilla.org/questions/1569454 https://support.mozilla.org/questions/1569460 https://support.mozilla.org/questions/1569487 https://support.mozilla.org/questions/1569521,Can I restore a deleted calendar? | Trouble adding exchange email account | connection to server timeout version 148.0 | Не отправляется сообщения | account cancellato - richiesta continua di accesso di google
2026-03-04,tb_version_major,148,8,0.0,new,new/dormant,88,1,5.4,1569012 1569028 1569042 1569053 1569086 1569119 1569122 1569148,https://support.mozilla.org/questions/1569012 https://support.mozilla.org/questions/1569028 https://support.mozilla.org/questions/1569042 https://support.mozilla.org/questions/1569053 https://support.mozilla.org/questions/1569086 https://support.mozilla.org/questions/1569119 https://support.mozilla.org/questions/1569122 https://support.mozilla.org/questions/1569148,"How to re-download gmail POP3 emails (Win 11) | How do I change the app icon? | No ""Password"" field is provided for SMTP Server security set | messaggi non scaricati di posta elettronica certificata | Hoe agenda's zichtbaar maken in thunderbird 148.0"
2026-03-03,tb_version_major,148,13,0.0,new,new/dormant,54,6,1.8,1568797 1568806 1568835 1568848 1568849 1568874 1568888 1568896 1568911 1568920 1568938 1568949 1568966,https://support.mozilla.org/questions/1568797 https://support.mozilla.org/questions/1568806 https://support.mozilla.org/questions/1568835 https://support.mozilla.org/questions/1568848 https://support.mozilla.org/questions/1568849 https://support.mozilla.org/questions/1568874 https://support.mozilla.org/questions/1568888 https://support.mozilla.org/questions/1568896 https://support.mozilla.org/questions/1568911 https://support.mozilla.org/questions/1568920 https://support.mozilla.org/questions/1568938 https://support.mozilla.org/questions/1568949 https://support.mozilla.org/questions/1568966,Insert command disappeared from drop down list | Calendars disappear in recent update 148.0 (64-bit) | There is no setting in the calendar for a recurring date on  | How can I add a second outlook email account in Thunderbird? | Cannot import data to Thunderbird address book
2026-02-28,tb_version_major,148,8,0.0,new,new/dormant,75,2,1.9,1568211 1568258 1568271 1568281 1568282 1568303 1568317 1568372,https://support.mozilla.org/questions/1568211 https://support.mozilla.org/questions/1568258 https://support.mozilla.org/questions/1568271 https://support.mozilla.org/questions/1568281 https://support.mozilla.org/questions/1568282 https://support.mozilla.org/questions/1568303 https://support.mozilla.org/questions/1568317 https://support.mozilla.org/questions/1568372,Transferring Inbox mail to folders | after update of thunderbird to 148 i have no access to yahoo | Thunderbird will not wrap preformatted text | Get All New Messages and Shift + F5 don't work in Thunderbir | Thunderbird suddenly started asking for Crendentials for yah
2026-02-27,tb_version_major,148,12,0.0,new,new/dormant,75,3,8.3,1567998 1568004 1568007 1568051 1568094 1568117 1568124 1568126 1568133 1568156 1568170 1568178,https://support.mozilla.org/questions/1567998 https://support.mozilla.org/questions/1568004 https://support.mozilla.org/questions/1568007 https://support.mozilla.org/questions/1568051 https://support.mozilla.org/questions/1568094 https://support.mozilla.org/questions/1568117 https://support.mozilla.org/questions/1568124 https://support.mozilla.org/questions/1568126 https://support.mozilla.org/questions/1568133 https://support.mozilla.org/questions/1568156 https://support.mozilla.org/questions/1568170 https://support.mozilla.org/questions/1568178,"Duplicate email messages downloading to both my mailboxes | Card view in Inbox shows recipient instead of sender | Trouble with adding a second Gmail account in Thunderbird | I can't remove the calendar from view, the attached image ke | Problemi creazione account con POP"
